epoch,diceAccuracy,jaccardDistance,loss,val_diceAccuracy,val_jaccardDistance,val_loss
0,0.8814970254898071,2.0075395107269287,11.457540512084961,0.5537559390068054,6.121254920959473,11.065566062927246
1,0.9258987307548523,1.3685669898986816,10.096638679504395,0.6237335205078125,5.328314304351807,9.697714805603027
2,0.929079532623291,1.3142913579940796,8.832833290100098,0.7203474640846252,4.232436656951904,8.391284942626953
3,0.9311883449554443,1.2778974771499634,7.649602890014648,0.7258487939834595,4.173767566680908,7.246728420257568
4,0.9324473738670349,1.2560523748397827,6.550966739654541,0.642801821231842,5.170232772827148,6.265188217163086
5,0.9333995580673218,1.2395243644714355,5.539775848388672,0.7009062170982361,4.502010345458984,5.2445173263549805
6,0.9337921142578125,1.2324122190475464,4.616328239440918,0.7293122410774231,4.1421661376953125,4.341926097869873
7,0.9346126317977905,1.2184010744094849,3.781818151473999,0.8501186966896057,2.555447578430176,3.4525299072265625
8,0.9351029396057129,1.2099131345748901,3.038139581680298,0.7992870807647705,3.281665325164795,2.7957375049591064
9,0.9355377554893494,1.2022842168807983,2.3845102787017822,0.84646075963974,2.6301462650299072,2.14640474319458
10,0.9359009265899658,1.1960026025772095,1.819739818572998,0.8083999156951904,3.176079750061035,1.6574904918670654
11,0.9359987378120422,1.1942362785339355,1.34333074092865,0.8964189291000366,1.8559385538101196,1.1557362079620361
12,0.936289370059967,1.1890047788619995,0.9553502798080444,0.8806876540184021,2.115476608276367,0.8200646638870239
13,0.9365461468696594,1.1847461462020874,0.6544129848480225,0.7320989370346069,4.202913761138916,0.6754010915756226
14,0.9365279078483582,1.1850329637527466,0.44239071011543274,0.5936059355735779,5.75969934463501,0.6350677609443665
15,0.9366754293441772,1.1823465824127197,0.31813815236091614,0.5390581488609314,6.2856621742248535,0.6202238202095032
16,0.9367260932922363,1.181540846824646,0.2757393419742584,0.5407289266586304,6.269006252288818,0.6066733002662659
17,0.9369368553161621,1.1778790950775146,0.2669033408164978,0.6310802102088928,5.373392105102539,0.49486249685287476
18,0.9371684193611145,1.1738170385360718,0.26356908679008484,0.6113976836204529,5.576737403869629,0.5152360200881958
19,0.9374611377716064,1.1686538457870483,0.260558545589447,0.6035467982292175,5.65687894821167,0.5267556309700012
20,0.9373199343681335,1.171051025390625,0.2583668529987335,0.7741240859031677,3.6687777042388916,0.37064117193222046
21,0.9375755190849304,1.1666483879089355,0.25610780715942383,0.7081958651542664,4.4967217445373535,0.4285363256931305
22,0.9379574060440063,1.160049557685852,0.25381791591644287,0.8652406930923462,2.3544719219207764,0.2969341576099396
23,0.937876284122467,1.161344051361084,0.25260230898857117,0.8962045311927795,1.8610355854034424,0.2763242721557617
24,0.9379639625549316,1.1598942279815674,0.25147125124931335,0.8269215226173401,2.9262478351593018,0.3324092924594879
25,0.9376227259635925,1.1658483743667603,0.2513841986656189,0.9227791428565979,1.4154249429702759,0.26130735874176025
26,0.9377062320709229,1.1643325090408325,0.2500797510147095,0.9187713265419006,1.4857466220855713,0.26248568296432495
27,0.9371400475502014,1.1742128133773804,0.2506404221057892,0.655733048915863,4.932804107666016,0.4430478811264038
28,0.9377457499504089,1.1637390851974487,0.2495843470096588,0.9094278216362,1.6416761875152588,0.26404687762260437
29,0.9379618763923645,1.160041093826294,0.24717701971530914,0.9133934378623962,1.5747514963150024,0.2622963488101959
30,0.9379182457923889,1.1607513427734375,0.24637570977210999,0.9243555665016174,1.386971116065979,0.25531232357025146
31,0.9380505681037903,1.1584781408309937,0.24575039744377136,0.9194510579109192,1.4696775674819946,0.25740888714790344
32,0.9380298852920532,1.1588711738586426,0.24525347352027893,0.9086893796920776,1.6592634916305542,0.26609915494918823
